FID,lon,lat
1712057,-118.202361114364365,34.045784730010972
1721403,-118.201618992997567,34.045245489393849
1723178,-118.201596415658841,34.043184170350401
1725806,-118.201175122820317,34.043269450654059
1730271,-118.202395130255354,34.046352537932677
1741631,-118.203802950831061,34.042940736787379
1748485,-118.204656313961962,34.043532983035448
1764439,-118.209320376545719,34.046533501830979
1776288,-118.202229696369457,34.044763362067869
1791691,-118.205594924403840,34.043258649071163
1795225,-118.207359436874683,34.046682638624446
1805290,-118.208746642279280,34.041831696595764
1807455,-118.206803650741321,34.040487248396367
1811799,-118.201985649906263,34.044051514445052
1828238,-118.207846391265605,34.044351185071612
1835430,-118.209552029500699,34.044994538869304
1836991,-118.208268492115195,34.040656829061163
1837145,-118.209711246660262,34.042016999119681
1845921,-118.205668596678791,34.041575147840767
1847718,-118.207108559679725,34.044574867053832
1852096,-118.206520343308284,34.044347974754444
1853197,-118.209049759559846,34.046243977540854
1862733,-118.207864836189984,34.044735174930338
1864179,-118.206632635947997,34.045851091899841
1865409,-118.206086346428194,34.043995116750260
1865432,-118.207594311090674,34.046285338727657
1891774,-118.205408757419207,34.043882723985412
1893218,-118.203114638858523,34.046210226267789
1901975,-118.206586177357664,34.044406848055608
1903876,-118.202107644760304,34.042102409742995
1922606,-118.201069780516093,34.042713160653555
1924522,-118.206180576114804,34.045141294879095
1941403,-118.207779623053483,34.040558826614294
1946518,-118.201685759485514,34.041684486876328
1950105,-118.205162634459299,34.043944656678363
1954631,-118.206390970365916,34.041638402160530
1966930,-118.208175507256286,34.046474418615233
1967444,-118.205390892667083,34.045376297151620
1967651,-118.204955618404384,34.046771156017755
1969266,-118.209152590192517,34.041124292272109
1974097,-118.208823636973520,34.044509315666950
1981310,-118.203532358042878,34.044030970102440
1993482,-118.207063500102620,34.041853645825128
1995175,-118.205843582806807,34.043835172481252
1996243,-118.204139679622045,34.044230635374127
2000432,-118.202298955820439,34.045525616528913
2008188,-118.209518383047595,34.042624913310370
2017206,-118.200832651010117,34.045718507915772
2021166,-118.202135472802723,34.042231998419169
